1, 183573
2, 246579
3, 207505
4, 168612
5, 116302
6, 96459
7, 69501
8, 60934
9, 48968
10, 42243
11, 33926
12, 31818
13, 26507
14, 24205
15, 20738
16, 19425
17, 16762
18, 15928
19, 14218
20, 13206
21, 11875
22, 11064
23, 10222
24, 9513
25, 8649
26, 8153
27, 7679
28, 7336
29, 6633
30, 6404
31, 6020
32, 5821
33, 5312
34, 5027
35, 4706
36, 4679
37, 4419
38, 4175
39, 4047
40, 3806
41, 3595
42, 3432
43, 3449
44, 3154
45, 3086
46, 2974
47, 2783
48, 2710
49, 2641
50, 2510
51, 2341
52, 2306
53, 2197
54, 2160
55, 2062
56, 1995
57, 1922
58, 1883
59, 1786
60, 1850
61, 1762
62, 1661
63, 1585
64, 1583
65, 1526
66, 1546
67, 1412
68, 1342
69, 1487
70, 1383
71, 1221
72, 1250
73, 1161
74, 1171
75, 1101
76, 1192
77, 1113
78, 1136
79, 1033
80, 988
81, 993
82, 1052
83, 981
84, 882
85, 852
86, 865
87, 905
88, 791
89, 836
90, 805
91, 724
92, 752
93, 759
94, 781
95, 722
96, 721
97, 671
98, 657
99, 653
100, 713
101, 621
102, 646
103, 624
104, 629
105, 573
106, 557
107, 558
108, 558
109, 583
110, 510
111, 528
112, 495
113, 502
114, 506
115, 470
116, 521
117, 498
118, 580
119, 504
120, 419
121, 440
122, 442
123, 429
124, 434
125, 410
126, 418
127, 389
128, 362
129, 381
130, 381
131, 342
132, 338
133, 393
134, 370
135, 354
136, 345
137, 360
138, 327
139, 346
140, 332
141, 311
142, 354
143, 294
144, 284
145, 288
146, 271
147, 277
148, 262
149, 273
150, 282
151, 295
152, 277
153, 272
154, 270
155, 253
156, 258
157, 267
158, 262
159, 229
160, 257
161, 246
162, 238
163, 234
164, 216
165, 205
166, 209
167, 212
168, 232
169, 203
170, 229
171, 204
172, 220
173, 196
174, 205
175, 198
176, 179
177, 216
178, 185
179, 178
180, 175
181, 183
182, 184
183, 166
184, 162
185, 195
186, 158
187, 189
188, 152
189, 163
190, 165
191, 137
192, 176
193, 156
194, 153
195, 147
196, 148
197, 153
198, 140
199, 144
200, 152
201, 134
202, 164
203, 135
204, 137
205, 151
206, 134
207, 136
208, 130
209, 136
210, 137
211, 115
212, 114
213, 118
214, 122
215, 112
216, 119
217, 109
218, 125
219, 121
220, 119
221, 119
222, 116
223, 95
224, 115
225, 117
226, 113
227, 113
228, 128
229, 117
230, 90
231, 89
232, 118
233, 111
234, 105
235, 124
236, 110
237, 119
238, 100
239, 99
240, 98
241, 106
242, 81
243, 83
244, 94
245, 89
246, 95
247, 97
248, 90
249, 76
250, 94
251, 87
252, 75
253, 102
254, 81
255, 78
256, 71
257, 77
258, 75
259, 92
260, 68
261, 61
262, 71
263, 76
264, 90
265, 62
266, 74
267, 68
268, 86
269, 71
270, 76
271, 78
272, 72
273, 71
274, 65
275, 62
276, 80
277, 70
278, 69
279, 66
280, 48
281, 69
282, 81
283, 51
284, 64
285, 62
286, 55
287, 56
288, 65
289, 62
290, 61
291, 47
292, 68
293, 54
294, 53
295, 54
296, 61
297, 59
298, 63
299, 54
300, 45
301, 61
302, 41
303, 49
304, 62
305, 56
306, 53
307, 46
308, 52
309, 38
310, 61
311, 53
312, 47
313, 40
314, 60
315, 49
316, 41
317, 55
318, 65
319, 44
320, 53
321, 39
322, 49
323, 41
324, 44
325, 41
326, 40
327, 36
328, 42
329, 36
330, 44
331, 37
332, 37
333, 41
334, 37
335, 27
336, 52
337, 35
338, 34
339, 46
340, 23
341, 35
342, 44
343, 55
344, 28
345, 40
346, 35
347, 39
348, 37
349, 50
350, 35
351, 31
352, 35
353, 38
354, 34
355, 40
356, 31
357, 33
358, 36
359, 37
360, 27
361, 32
362, 35
363, 27
364, 27
365, 30
366, 35
367, 41
368, 36
369, 32
370, 30
371, 32
372, 30
373, 45
374, 41
375, 41
376, 32
377, 35
378, 45
379, 27
380, 37
381, 36
382, 40
383, 36
384, 29
385, 28
386, 25
387, 33
388, 26
389, 26
390, 32
391, 26
392, 27
393, 22
394, 24
395, 30
396, 33
397, 23
398, 24
399, 29
400, 23
401, 24
402, 25
403, 33
404, 19
405, 22
406, 32
407, 30
408, 22
409, 22
410, 22
411, 27
412, 20
413, 19
414, 24
415, 22
416, 12
417, 16
418, 28
419, 19
420, 30
421, 28
422, 27
423, 15
424, 17
425, 19
426, 21
427, 29
428, 22
429, 22
430, 23
431, 17
432, 30
433, 12
434, 30
435, 21
436, 21
437, 20
438, 20
439, 19
440, 20
441, 20
442, 20
443, 12
444, 15
445, 18
446, 24
447, 12
448, 15
449, 19
450, 21
451, 21
452, 20
453, 15
454, 19
455, 18
456, 19
457, 16
458, 13
459, 12
460, 12
461, 18
462, 13
463, 15
464, 24
465, 12
466, 13
467, 21
468, 19
469, 20
470, 20
471, 13
472, 15
473, 15
474, 15
475, 16
476, 16
477, 16
478, 17
479, 16
480, 18
481, 12
482, 18
483, 19
484, 8
485, 17
486, 9
487, 11
488, 16
489, 13
490, 12
491, 9
492, 17
493, 18
494, 9
495, 13
496, 16
497, 13
498, 10
499, 17
500, 12
501, 14
502, 11
503, 9
504, 14
505, 13
506, 6
507, 6
508, 13
509, 12
510, 14
511, 12
512, 12
513, 12
514, 12
515, 10
516, 6
517, 10
518, 14
519, 8
520, 21
521, 11
522, 13
523, 11
524, 15
525, 13
526, 11
527, 16
528, 13
529, 14
530, 14
531, 19
532, 19
533, 14
534, 12
535, 7
536, 15
537, 11
538, 11
539, 5
540, 8
541, 5
542, 11
543, 13
544, 9
545, 5
546, 17
547, 8
548, 8
549, 10
550, 10
551, 14
552, 8
553, 18
554, 10
555, 10
556, 13
557, 6
558, 12
559, 12
560, 14
561, 8
562, 12
563, 10
564, 19
565, 11
566, 2
567, 1
568, 17
569, 8
570, 3
571, 8
572, 254
573, 13
574, 13
575, 11
576, 15
577, 13
578, 16
579, 8
580, 7
581, 13
582, 7
583, 10
584, 10
585, 5
586, 7
587, 9
588, 11
589, 11
590, 6
591, 9
592, 13
593, 6
594, 8
595, 5
596, 4
597, 7
598, 9
599, 6
600, 5
601, 8
602, 9
603, 9
604, 5
605, 12
606, 14
607, 11
608, 5
609, 5
610, 5
611, 9
612, 11
613, 6
614, 4
615, 5
616, 5
617, 8
618, 3
619, 6
620, 5
621, 6
622, 3
623, 5
624, 4
625, 2
626, 8
627, 7
628, 2
629, 6
630, 9
631, 4
632, 5
633, 5
634, 3
635, 6
636, 7
637, 14
638, 3
639, 4
640, 8
641, 5
642, 5
643, 10
644, 5
645, 11
646, 7
647, 6
648, 7
649, 4
650, 9
651, 6
652, 3
653, 3
654, 9
655, 8
656, 3
657, 5
658, 4
659, 7
660, 4
661, 6
662, 3
663, 3
664, 6
665, 5
666, 6
667, 3
668, 4
669, 5
670, 6
671, 5
672, 5
673, 5
674, 4
675, 3
676, 6
677, 6
678, 7
679, 7
680, 7
681, 7
682, 5
683, 3
684, 3
685, 2
686, 7
687, 6
688, 4
689, 8
690, 5
691, 8
692, 2
693, 4
694, 3
695, 4
696, 1
697, 3
698, 3
699, 3
700, 2
701, 4
702, 6
703, 6
704, 3
705, 2
706, 1
707, 5
708, 3
709, 2
710, 5
711, 2
712, 4
713, 4
714, 4
715, 4
716, 3
718, 3
719, 1
720, 6
721, 5
722, 4
723, 6
724, 4
725, 3
726, 3
727, 4
728, 7
729, 3
730, 5
731, 6
732, 6
733, 3
734, 4
735, 3
736, 3
737, 4
738, 7
739, 1
740, 8
741, 5
742, 2
743, 2
744, 11
745, 7
746, 1
747, 5
748, 5
749, 6
750, 5
751, 3
752, 5
753, 3
754, 4
755, 6
756, 7
757, 4
758, 5
760, 4
761, 11
762, 6
763, 3
764, 7
765, 3
766, 3
767, 4
768, 4
769, 1
770, 2
771, 1
772, 6
773, 4
774, 1
775, 8
776, 4
777, 5
778, 4
779, 3
780, 3
781, 3
782, 5
783, 1
784, 6
785, 1
786, 3
787, 3
788, 1
789, 7
790, 1
791, 3
792, 2
793, 1
794, 2
797, 1
798, 2
799, 4
800, 4
801, 4
802, 3
803, 3
804, 3
805, 2
806, 4
807, 2
808, 5
810, 3
811, 3
812, 3
813, 1
814, 3
815, 1
817, 2
818, 3
819, 2
820, 2
821, 1
822, 2
823, 5
824, 3
825, 1
826, 1
827, 2
829, 1
830, 4
831, 9
832, 1
833, 4
834, 4
835, 4
836, 2
837, 4
838, 1
839, 2
840, 4
841, 5
842, 3
843, 2
844, 2
845, 2
846, 1
847, 4
850, 1
851, 8
852, 2
853, 3
856, 4
857, 2
858, 4
859, 2
860, 3
861, 3
862, 2
864, 3
865, 1
866, 2
867, 2
868, 5
869, 2
870, 3
871, 2
872, 3
873, 1
874, 2
876, 4
877, 5
878, 1
879, 3
880, 1
881, 3
882, 1
883, 2
885, 2
886, 3
887, 1
888, 3
889, 2
890, 3
891, 2
892, 4
893, 2
895, 3
896, 2
897, 1
899, 3
900, 5
901, 1
902, 1
903, 2
904, 2
905, 2
906, 2
907, 5
908, 2
909, 2
910, 1
911, 3
912, 2
913, 4
914, 1
915, 3
916, 1
917, 2
918, 1
920, 2
921, 3
922, 2
923, 5
924, 2
926, 1
927, 3
928, 2
930, 1
931, 4
932, 1
933, 4
934, 2
935, 1
936, 4
937, 2
938, 3
939, 3
940, 2
941, 1
942, 1
943, 1
944, 1
945, 2
946, 5
947, 3
948, 1
949, 1
951, 2
952, 4
953, 2
954, 2
955, 3
956, 3
957, 2
958, 1
959, 1
960, 2
961, 1
963, 1
964, 3
965, 4
966, 3
968, 2
971, 1
972, 1
973, 3
974, 2
975, 3
976, 2
978, 2
979, 3
980, 2
981, 2
985, 1
986, 5
987, 1
988, 2
989, 3
990, 2
991, 1
992, 2
993, 1
995, 1
996, 1
997, 1
998, 1
999, 1
1000, 2
1001, 1
1002, 2
1003, 3
1004, 2
1005, 2
1007, 3
1009, 1
1010, 1
1011, 3
1013, 1
1014, 2
1017, 1
1019, 2
1020, 2
1021, 1
1022, 2
1023, 1
1024, 2
1025, 2
1027, 1
1028, 1
1029, 3
1031, 1
1032, 2
1034, 1
1035, 1
1036, 1
1037, 1
1039, 3
1043, 1
1046, 1
1047, 1
1049, 1
1051, 1
1053, 1
1054, 1
1055, 1
1058, 1
1059, 1
1060, 2
1061, 2
1062, 1
1065, 2
1066, 2
1067, 2
1068, 2
1069, 1
1071, 1
1072, 1
1073, 1
1075, 1
1076, 2
1078, 1
1079, 1
1080, 2
1082, 1
1083, 3
1084, 1
1087, 1
1089, 1
1092, 4
1093, 1
1094, 1
1095, 1
1096, 2
1097, 2
1099, 1
1100, 1
1101, 2
1102, 2
1103, 1
1104, 3
1105, 1
1106, 2
1108, 1
1109, 1
1111, 3
1114, 2
1115, 1
1116, 1
1118, 2
1120, 2
1121, 1
1122, 1
1123, 1
1124, 2
1125, 2
1128, 1
1129, 1
1130, 2
1131, 2
1132, 2
1135, 3
1136, 3
1137, 1
1138, 2
1139, 1
1141, 1
1142, 3
1144, 1
1146, 1
1152, 3
1155, 3
1156, 1
1157, 3
1162, 2
1164, 2
1165, 1
1166, 1
1167, 1
1170, 1
1172, 1
1175, 2
1176, 1
1177, 2
1178, 1
1180, 1
1181, 1
1183, 3
1184, 1
1185, 2
1186, 1
1187, 1
1188, 1
1189, 1
1191, 1
1192, 1
1194, 1
1195, 2
1200, 1
1202, 2
1203, 1
1209, 1
1213, 1
1215, 2
1216, 2
1217, 1
1219, 1
1221, 1
1222, 1
1225, 1
1227, 1
1229, 1
1230, 1
1232, 1
1233, 1
1235, 1
1237, 1
1238, 1
1239, 1
1240, 1
1241, 1
1242, 1
1244, 1
1245, 2
1249, 1
1252, 2
1254, 1
1257, 2
1258, 2
1261, 1
1265, 2
1273, 1
1276, 1
1282, 1
1284, 1
1289, 1
1291, 1
1295, 1
1297, 1
1298, 1
1299, 1
1303, 1
1310, 1
1312, 1
1315, 1
1317, 2
1318, 2
1319, 2
1322, 1
1324, 1
1332, 1
1335, 1
1338, 2
1351, 2
1352, 1
1356, 1
1359, 1
1360, 1
1363, 1
1373, 1
1375, 1
1376, 1
1378, 1
1382, 2
1386, 1
1389, 2
1390, 2
1391, 1
1396, 1
1398, 1
1408, 1
1419, 1
1422, 1
1423, 1
1424, 2
1425, 1
1429, 1
1433, 1
1434, 1
1437, 1
1440, 1
1441, 1
1445, 1
1446, 1
1455, 1
1460, 2
1467, 1
1470, 1
1474, 1
1477, 1
1486, 1
1493, 1
1494, 1
1500, 1
1508, 1
1509, 1
1511, 1
1512, 1
1514, 1
1527, 2
1528, 1
1531, 1
1532, 2
1533, 1
1536, 1
1538, 1
1541, 1
1546, 1
1547, 1
1548, 1
1550, 1
1554, 1
1555, 1
1556, 1
1572, 1
1584, 1
1587, 1
1588, 1
1589, 1
1592, 1
1602, 1
1604, 1
1606, 1
1618, 1
1626, 1
1629, 1
1630, 1
1632, 1
1633, 1
1638, 1
1645, 2
1655, 1
1656, 1
1673, 1
1674, 2
1675, 1
1686, 2
1687, 1
1688, 1
1694, 1
1695, 1
1700, 1
1701, 1
1722, 1
1724, 1
1727, 1
1729, 1
1730, 2
1732, 2
1739, 1
1751, 1
1758, 1
1771, 1
1780, 1
1781, 1
1787, 1
1788, 2
1804, 2
1817, 1
1819, 1
1825, 1
1832, 1
1847, 1
1856, 1
1861, 1
1870, 1
1881, 1
1885, 1
1888, 1
1890, 1
1894, 1
1896, 1
1898, 1
1899, 1
1901, 1
1910, 1
1914, 1
1920, 1
1922, 1
1946, 1
1957, 1
1960, 1
1977, 1
1983, 1
1997, 1
2003, 2
2024, 1
2026, 1
2027, 1
2056, 1
2058, 1
2083, 1
2084, 1
2107, 1
2141, 1
2144, 1
2156, 1
2162, 1
2170, 1
2202, 1
2213, 1
2216, 2
2235, 1
2236, 1
2253, 1
2257, 1
2283, 1
2291, 1
2302, 1
2305, 1
2306, 1
2329, 1
2333, 1
2338, 1
2341, 1
2356, 1
2368, 1
2377, 1
2382, 1
2390, 1
2397, 1
2406, 1
2431, 1
2438, 1
2466, 1
2488, 1
2499, 1
2506, 1
2514, 1
2519, 1
2538, 1
2545, 1
2604, 1
2616, 1
2635, 1
2645, 1
2651, 1
2746, 1
2818, 1
3069, 1
3100, 1
3221, 1
3479, 1
